0.01	5.85938	5.46875
0.02	5.85938	5.17578
0.03	5.85938	4.98047
0.04	5.85938	4.78516
0.05	5.85938	4.58984
0.06	5.85938	4.39453
0.07	5.85938	4.39453
0.08	5.85938	4.49219
0.09	5.85938	4.58984
0.1	5.85938	4.58984
0.11	5.76172	4.58984
0.12	5.85938	4.58984
0.13	5.85938	4.78516
0.14	5.85938	4.98047
0.15	5.85938	5.07813
0.16	5.85938	5.27344
0.17	5.85938	5.46875
0.18	5.85938	5.66406
0.19	5.85938	5.95703
0.2	5.85938	6.25
0.21	5.85938	6.44531
0.22	5.85938	6.64063
0.23	5.85938	6.83594
0.24	5.85938	7.12891
0.25	5.85938	7.32422
0.26	5.85938	7.22656
0.27	5.85938	7.12891
0.28	5.85938	7.12891
0.29	5.85938	7.12891
0.3	5.85938	7.03125
0.31	5.85938	7.03125
0.32	5.85938	6.83594
0.33	5.76172	6.73828
0.34	5.85938	6.54297
0.35	5.85938	6.34766
0.36	5.85938	6.15234
0.37	5.85938	6.05469
0.38	5.85938	5.76172
0.39	5.85938	5.66406
0.4	5.85938	5.46875
0.41	5.76172	5.37109
0.42	5.85938	5.17578
0.43	5.85938	5.07813
0.44	5.85938	4.88281
0.45	5.85938	4.78516
0.46	5.85938	4.78516
0.47	5.85938	4.78516
0.48	5.95703	4.6875
0.49	5.95703	4.6875
0.5	6.15234	4.6875
0.51	6.15234	4.58984
0.52	6.25	4.49219
0.53	6.25	4.39453
0.54	6.34766	4.19922
0.55	6.34766	4.10156
0.56	6.34766	4.00391
0.57	6.34766	4.00391
0.58	6.25	4.10156
0.59	6.25	4.10156
0.6	6.15234	4.29688
0.61	6.05469	4.39453
0.62	5.95703	4.49219
0.63	5.85938	4.58984
0.64	5.85938	4.78516
0.65	5.85938	4.98047
0.66	5.85938	5.07813
0.67	5.85938	5.27344
0.68	5.85938	5.46875
0.69	5.85938	5.66406
0.7	5.85938	5.95703
0.71	5.85938	6.05469
0.72	5.85938	6.25
0.73	5.85938	6.34766
0.74	5.85938	6.25
0.75	5.85938	6.25
0.76	5.85938	6.25
0.77	5.85938	6.25
0.78	5.85938	6.34766
0.79	5.85938	6.44531
0.8	5.76172	6.44531
0.81	5.66406	6.44531
0.82	5.56641	6.34766
0.83	5.46875	6.25
0.84	5.95703	6.15234
0.85	6.64063	6.05469
0.86	7.42188	5.76172
0.87	7.91016	5.66406
0.88	8.78906	5.46875
0.89	8.20313	5.46875
0.9	7.42188	5.27344
0.91	6.83594	5.27344
0.92	6.05469	5.07813
0.93	5.46875	5.07813
0.94	5.56641	4.98047
0.95	5.66406	4.98047
0.96	5.76172	4.98047
0.97	5.85938	4.98047
0.98	5.85938	4.88281
0.99	5.85938	4.98047
1	5.85938	5.07813
1.01	5.85938	5.27344
1.02	5.85938	5.37109
1.03	5.85938	5.46875
1.04	5.85938	5.66406
1.05	5.85938	5.85938
1.06	5.85938	6.05469
1.07	5.85938	6.15234
1.08	5.85938	6.34766
1.09	5.85938	6.34766
1.1	5.85938	6.44531
1.11	5.85938	6.44531
1.12	5.85938	6.54297
1.13	5.85938	6.64063
1.14	5.85938	6.73828
1.15	5.85938	6.73828
1.16	5.85938	6.64063
1.17	5.85938	6.54297
1.18	5.85938	6.34766
1.19	5.85938	6.25
1.2	5.85938	5.95703
1.21	5.85938	5.85938
1.22	5.85938	5.66406
1.23	5.95703	5.56641
1.24	6.05469	5.46875
1.25	6.15234	5.37109
1.26	6.15234	5.27344
1.27	6.25	5.27344
1.28	6.34766	5.27344
1.29	6.44531	5.37109
1.3	6.54297	5.37109
1.31	6.54297	5.46875
1.32	6.64063	5.66406
1.33	6.64063	5.66406
1.34	6.64063	5.85938
1.35	6.64063	6.05469
1.36	6.73828	6.15234
1.37	6.83594	6.25
1.38	6.83594	6.34766
1.39	6.83594	6.44531
1.4	6.83594	6.64063
1.41	6.73828	6.44531
1.42	6.73828	6.34766
1.43	6.64063	6.25
1.44	6.64063	6.15234
1.45	6.64063	6.05469
1.46	6.44531	5.85938
1.47	6.44531	5.76172
1.48	6.25	5.56641
1.49	6.25	5.46875
1.5	6.15234	5.27344
1.51	6.05469	5.17578
1.52	5.95703	4.98047
1.53	5.85938	4.88281
1.54	5.85938	4.88281
1.55	5.85938	4.98047
1.56	5.85938	4.98047
1.57	5.85938	4.98047
1.58	5.85938	5.07813
1.59	5.85938	5.07813
1.6	5.85938	5.07813
1.61	5.85938	4.98047
1.62	5.85938	4.88281
1.63	5.85938	4.78516
1.64	5.85938	4.78516
1.65	5.85938	4.6875
1.66	5.85938	4.6875
1.67	5.85938	4.6875
1.68	5.85938	4.6875
1.69	5.85938	4.78516
1.7	5.85938	4.78516
1.71	5.85938	4.78516
1.72	5.85938	4.88281
1.73	5.85938	4.98047
1.74	5.85938	5.17578
1.75	5.85938	5.27344
1.76	5.85938	5.46875
1.77	5.85938	5.56641
1.78	5.85938	5.76172
1.79	5.85938	5.85938
1.8	5.85938	6.05469
1.81	5.85938	6.15234
1.82	5.85938	6.25
1.83	5.85938	6.34766
1.84	5.85938	6.44531
1.85	5.85938	6.64063
1.86	5.85938	6.64063
1.87	5.85938	6.64063
1.88	5.85938	6.73828
1.89	5.85938	6.64063
1.9	5.85938	6.83594
1.91	5.85938	6.83594
1.92	5.85938	6.73828
1.93	5.85938	6.64063
1.94	5.85938	6.44531
1.95	5.85938	6.25
1.96	5.85938	6.15234
1.97	5.85938	6.05469
1.98	5.85938	5.66406
1.99	5.85938	5.46875
2	5.85938	5.27344
2.01	5.85938	5.07813
2.02	5.85938	4.78516
2.03	5.85938	4.6875
2.04	5.85938	4.39453
2.05	5.85938	4.39453
2.06	5.85938	4.49219
2.07	5.85938	4.49219
2.08	5.85938	4.58984
2.09	5.85938	4.58984
2.1	5.85938	4.58984
2.11	5.85938	4.6875
2.12	5.85938	4.98047
2.13	5.85938	5.07813
2.14	5.85938	5.27344
2.15	5.85938	5.37109
2.16	5.85938	5.66406
2.17	5.76172	5.85938
2.18	5.85938	6.05469
2.19	5.85938	6.15234
2.2	5.85938	6.34766
2.21	5.85938	6.44531
2.22	5.85938	6.64063
2.23	5.85938	6.73828
2.24	5.85938	6.73828
2.25	5.85938	6.83594
2.26	5.85938	6.64063
2.27	5.85938	6.64063
2.28	5.85938	6.64063
2.29	5.85938	6.64063
2.3	5.85938	6.64063
2.31	5.85938	6.64063
2.32	5.76172	6.73828
2.33	5.85938	6.83594
2.34	5.85938	6.83594
2.35	5.85938	6.93359
2.36	5.85938	7.03125
2.37	5.85938	7.03125
2.38	5.85938	6.93359
2.39	5.76172	6.93359
2.4	5.85938	6.83594
2.41	5.85938	6.83594
2.42	5.85938	6.83594
2.43	5.85938	6.73828
2.44	5.85938	6.64063
2.45	5.85938	6.44531
2.46	5.85938	6.25
2.47	5.85938	6.15234
2.48	5.95703	6.05469
2.49	5.95703	5.85938
2.5	6.15234	5.66406
2.51	6.15234	5.56641
2.52	6.25	5.46875
2.53	6.25	5.27344
2.54	6.34766	5.27344
2.55	6.34766	5.07813
2.56	6.34766	5.07813
2.57	6.34766	5.07813
2.58	6.25	4.98047
2.59	6.25	4.98047
2.6	6.15234	4.98047
2.61	6.05469	4.88281
2.62	5.95703	4.98047
2.63	5.85938	5.07813
2.64	5.85938	5.27344
2.65	5.85938	5.37109
2.66	5.85938	5.46875
2.67	5.85938	5.66406
2.68	5.85938	5.85938
2.69	5.85938	6.05469
2.7	5.85938	6.25
2.71	5.76172	6.44531
2.72	5.85938	6.73828
2.73	5.85938	6.93359
2.74	5.85938	7.12891
2.75	5.85938	7.22656
2.76	5.85938	7.22656
2.77	5.85938	7.12891
2.78	5.85938	7.12891
2.79	5.85938	7.12891
2.8	5.85938	7.03125
2.81	5.66406	7.03125
2.82	5.56641	6.83594
2.83	5.46875	6.64063
2.84	6.05469	6.44531
2.85	6.64063	6.25
2.86	7.42188	6.05469
2.87	8.00781	5.95703
2.88	8.78906	5.66406
2.89	8.20313	5.46875
2.9	7.42188	5.17578
2.91	6.83594	4.98047
2.92	6.05469	4.78516
2.93	5.46875	4.58984
2.94	5.56641	4.39453
2.95	5.66406	4.39453
2.96	5.76172	4.49219
2.97	5.85938	4.58984
2.98	5.85938	4.58984
2.99	5.85938	4.58984
3	5.85938	4.6875
3.01	5.85938	4.78516
3.02	5.85938	4.98047
3.03	5.85938	5.07813
3.04	5.85938	5.27344
3.05	5.85938	5.46875
3.06	5.85938	5.66406
3.07	5.85938	5.85938
3.08	5.85938	6.05469
3.09	5.85938	6.15234
3.1	5.85938	6.25
3.11	5.85938	6.34766
3.12	5.85938	6.44531
3.13	5.76172	6.64063
3.14	5.85938	6.44531
3.15	5.85938	6.34766
3.16	5.85938	6.25
3.17	5.85938	6.15234
3.18	5.85938	6.05469
3.19	5.85938	5.85938
3.2	5.85938	5.66406
3.21	5.85938	5.66406
3.22	5.85938	5.46875
3.23	5.95703	5.37109
3.24	6.05469	5.37109
3.25	6.15234	5.27344
3.26	6.15234	5.27344
3.27	6.25	5.27344
3.28	6.34766	5.37109
3.29	6.44531	5.46875
3.3	6.54297	5.56641
3.31	6.54297	5.66406
3.32	6.64063	5.85938
3.33	6.64063	5.95703
3.34	6.73828	6.15234
3.35	6.64063	6.25
3.36	6.73828	6.44531
3.37	6.73828	6.64063
3.38	6.83594	6.73828
3.39	6.83594	6.83594
3.4	6.83594	6.83594
3.41	6.73828	6.83594
3.42	6.73828	6.93359
3.43	6.64063	6.93359
3.44	6.64063	7.03125
3.45	6.54297	7.03125
3.46	6.44531	7.12891
3.47	6.44531	7.22656
3.48	6.25	7.42188
3.49	6.25	7.42188
3.5	6.15234	7.51953
3.51	6.05469	7.71484
3.52	5.95703	7.61719
3.53	5.85938	7.51953
3.54	5.85938	7.42188
3.55	5.85938	7.32422
3.56	5.85938	7.22656
3.57	5.85938	7.12891
3.58	5.85938	6.93359
3.59	5.85938	6.83594
3.6	5.85938	6.64063
3.61	5.85938	6.44531
3.62	5.85938	6.25
3.63	5.85938	6.05469
3.64	5.85938	5.85938
3.65	5.85938	5.66406
3.66	5.85938	5.46875
3.67	5.85938	5.37109
3.68	5.85938	5.27344
3.69	5.85938	5.07813
3.7	5.85938	4.98047
3.71	5.85938	4.88281
3.72	5.85938	4.98047
3.73	5.85938	4.98047
3.74	5.85938	4.98047
3.75	5.85938	4.98047
3.76	5.85938	5.07813
3.77	5.85938	5.07813
3.78	5.85938	4.98047
3.79	5.85938	4.98047
3.8	5.85938	4.88281
3.81	5.85938	4.78516
3.82	5.85938	4.6875
3.83	5.85938	4.6875
3.84	5.85938	4.6875
3.85	5.85938	4.6875
3.86	5.85938	4.6875
3.87	5.85938	4.78516
3.88	5.85938	4.78516
3.89	5.85938	4.78516
3.9	5.85938	4.98047
3.91	5.85938	5.07813
3.92	5.85938	5.27344
3.93	5.85938	5.37109
3.94	5.85938	5.46875
3.95	5.85938	5.66406
3.96	5.85938	5.85938
3.97	5.85938	6.05469
3.98	5.85938	6.15234
3.99	5.85938	6.25
4	5.85938	6.34766
4.01	5.85938	6.44531
4.02	5.85938	6.44531
4.03	5.85938	6.44531
4.04	5.85938	6.64063
4.05	5.85938	6.64063
4.06	5.85938	6.73828
4.07	5.85938	6.64063
4.08	5.85938	6.54297
4.09	5.85938	6.44531
4.1	5.85938	6.25
4.11	5.85938	6.05469
4.12	5.85938	5.85938
4.13	5.85938	5.66406
4.14	5.85938	5.56641
4.15	5.85938	5.46875
4.16	5.85938	5.37109
4.17	5.85938	5.27344
4.18	5.85938	5.07813
4.19	5.85938	5.07813
4.2	5.85938	5.27344
4.21	5.85938	5.37109
4.22	5.85938	5.46875
4.23	5.85938	5.56641
4.24	5.85938	5.66406
4.25	5.85938	5.85938
4.26	5.85938	6.05469
4.27	5.85938	6.15234
4.28	5.85938	6.34766
4.29	5.85938	6.25
4.3	5.85938	6.25
4.31	5.85938	6.25
4.32	5.85938	6.25
4.33	5.85938	6.34766
4.34	5.85938	6.44531
4.35	5.85938	6.44531
4.36	5.85938	6.44531
4.37	5.85938	6.34766
4.38	5.85938	6.25
4.39	5.85938	6.15234
4.4	5.85938	6.05469
4.41	5.85938	5.85938
4.42	5.85938	5.46875
4.43	5.85938	5.37109
4.44	5.85938	5.07813
4.45	5.85938	4.98047
4.46	5.85938	4.6875
4.47	5.76172	4.49219
4.48	5.95703	4.39453
4.49	5.95703	4.49219
4.5	6.15234	4.49219
4.51	6.15234	4.58984
4.52	6.25	4.58984
4.53	6.25	4.58984
4.54	6.34766	4.6875
4.55	6.34766	4.78516
4.56	6.34766	5.07813
4.57	6.34766	5.27344
4.58	6.25	5.37109
4.59	6.25	5.56641
4.6	6.15234	5.85938
4.61	6.05469	5.95703
4.62	5.95703	6.05469
4.63	5.85938	6.15234
4.64	5.85938	6.25
4.65	5.85938	6.44531
4.66	5.85938	6.54297
4.67	5.85938	6.54297
4.68	5.85938	6.54297
4.69	5.85938	6.54297
4.7	5.85938	6.44531
4.71	5.85938	6.44531
4.72	5.85938	6.44531
4.73	5.85938	6.44531
4.74	5.85938	6.34766
4.75	5.85938	6.25
4.76	5.85938	6.15234
4.77	5.85938	6.05469
4.78	5.85938	5.95703
4.79	5.85938	5.85938
4.8	5.85938	5.66406
4.81	5.66406	5.66406
4.82	5.56641	5.46875
4.83	5.46875	5.37109
4.84	6.05469	5.37109
4.85	6.64063	5.27344
4.86	7.42188	5.27344
4.87	7.91016	5.27344
4.88	8.78906	5.37109
4.89	8.20313	5.46875
4.9	7.42188	5.56641
4.91	6.83594	5.66406
4.92	6.05469	5.85938
4.93	5.46875	6.05469
4.94	5.56641	6.25
4.95	5.66406	6.44531
4.96	5.85938	6.83594
4.97	5.85938	6.93359
4.98	5.85938	7.12891
4.99	5.85938	7.22656
5	5.85938	7.22656
5.01	5.85938	7.12891
5.02	5.85938	7.12891
5.03	5.85938	7.12891
5.04	5.85938	7.03125
5.05	5.85938	7.03125
5.06	5.85938	6.83594
5.07	5.85938	6.64063
5.08	5.85938	6.44531
5.09	5.85938	6.25
5.1	5.85938	6.05469
5.11	5.85938	5.95703
5.12	5.85938	5.66406
5.13	5.85938	5.66406
5.14	5.76172	5.46875
5.15	5.85938	5.37109
5.16	5.85938	5.27344
5.17	5.85938	5.17578
5.18	5.85938	5.07813
5.19	5.85938	5.07813
5.2	5.85938	4.98047
5.21	5.85938	4.98047
5.22	5.85938	4.98047
5.23	5.95703	4.88281
5.24	6.05469	4.88281
5.25	6.15234	4.98047
5.26	6.15234	5.17578
5.27	6.25	5.27344
5.28	6.34766	5.46875
5.29	6.44531	5.56641
5.3	6.54297	5.76172
5.31	6.54297	5.95703
5.32	6.54297	6.25
5.33	6.64063	6.44531
5.34	6.73828	6.64063
5.35	6.64063	6.83594
5.36	6.73828	7.12891
5.37	6.73828	7.22656
5.38	6.83594	7.22656
5.39	6.83594	7.12891
5.4	6.83594	7.12891
5.41	6.73828	7.12891
5.42	6.73828	7.03125
5.43	6.64063	7.03125
5.44	6.64063	6.83594
5.45	6.64063	6.83594
5.46	6.44531	6.54297
5.47	6.44531	6.34766
5.48	6.25	6.15234
5.49	6.25	5.95703
5.5	6.15234	5.76172
5.51	6.05469	5.66406
5.52	5.95703	5.46875
5.53	5.85938	5.46875
5.54	5.85938	5.27344
5.55	5.76172	5.27344
5.56	5.85938	5.07813
5.57	5.85938	5.07813
5.58	5.85938	5.07813
5.59	5.85938	5.07813
5.6	5.85938	5.17578
5.61	5.76172	5.17578
5.62	5.85938	5.17578
5.63	5.85938	5.27344
5.64	5.85938	5.37109
5.65	5.85938	5.46875
5.66	5.85938	5.46875
5.67	5.85938	5.56641
5.68	5.85938	5.66406
5.69	5.85938	5.85938
5.7	5.85938	6.05469
5.71	5.85938	6.05469
5.72	5.85938	6.25
5.73	5.85938	6.25
5.74	5.76172	6.44531
5.75	5.85938	6.54297
5.76	5.85938	6.64063
5.77	5.85938	6.64063
5.78	5.85938	6.64063
5.79	5.85938	6.73828
5.8	5.85938	6.73828
5.81	5.85938	6.83594
5.82	5.85938	6.83594
5.83	5.85938	6.64063
5.84	5.85938	6.44531
5.85	5.85938	6.34766
5.86	5.85938	6.15234
5.87	5.85938	6.05469
5.88	5.85938	5.85938
5.89	5.85938	5.66406
5.9	5.85938	5.37109
5.91	5.85938	5.17578
5.92	5.85938	4.98047
5.93	5.85938	4.78516
5.94	5.76172	4.49219
5.95	5.85938	4.39453
5.96	5.85938	4.49219
5.97	5.85938	4.49219
5.98	5.85938	4.58984
5.99	5.85938	4.58984
6	5.85938	4.58984
6.01	5.85938	4.6875
6.02	5.85938	4.78516
6.03	5.85938	4.98047
6.04	5.85938	5.27344
6.05	5.85938	5.37109
6.06	5.85938	5.56641
6.07	5.85938	5.66406
6.08	5.85938	5.95703
6.09	5.85938	6.05469
6.1	5.85938	6.15234
6.11	5.85938	6.25
6.12	5.85938	6.44531
6.13	5.85938	6.44531
6.14	5.85938	6.64063
6.15	5.85938	6.64063
6.16	5.76172	6.64063
6.17	5.85938	6.73828
6.18	5.85938	6.73828
6.19	5.85938	6.83594
6.2	5.85938	6.83594
6.21	5.85938	6.73828
6.22	5.85938	6.54297
6.23	5.85938	6.44531
6.24	5.85938	6.25
6.25	5.85938	6.15234
6.26	5.85938	5.95703
6.27	5.85938	5.76172
6.28	5.85938	5.66406
6.29	5.85938	5.46875
6.3	5.85938	5.37109
6.31	5.85938	5.27344
6.32	5.85938	5.17578
6.33	5.85938	5.07813
6.34	5.85938	5.27344
6.35	5.85938	5.27344
6.36	5.85938	5.46875
6.37	5.85938	5.46875
6.38	5.85938	5.66406
6.39	5.85938	5.76172
6.4	5.85938	6.05469
6.41	5.76172	6.25
6.42	5.85938	6.44531
6.43	5.85938	6.64063
6.44	5.85938	6.93359
6.45	5.85938	7.12891
6.46	5.85938	7.22656
6.47	5.85938	7.22656
6.48	5.95703	7.12891
6.49	5.95703	7.12891
6.5	6.15234	7.12891
6.51	6.15234	7.03125
6.52	6.25	7.03125
6.53	6.25	6.93359
6.54	6.34766	6.64063
6.55	6.34766	6.54297
6.56	6.34766	6.25
6.57	6.34766	6.15234
6.58	6.25	5.95703
6.59	6.25	5.76172
6.6	6.15234	5.66406
6.61	6.05469	5.46875
6.62	5.95703	5.46875
6.63	5.85938	5.27344
6.64	5.85938	5.17578
6.65	5.85938	5.07813
6.66	5.85938	5.07813
6.67	5.85938	4.98047
6.68	5.85938	4.98047
6.69	5.85938	4.98047
6.7	5.85938	4.88281
6.71	5.85938	4.88281
6.72	5.85938	4.98047
6.73	5.85938	5.07813
6.74	5.85938	5.27344
6.75	5.85938	5.46875
6.76	5.85938	5.56641
6.77	5.85938	5.66406
6.78	5.85938	5.85938
6.79	5.85938	6.05469
6.8	5.85938	6.15234
6.81	5.66406	6.25
6.82	5.56641	6.25
6.83	5.46875	6.34766
6.84	6.05469	6.44531
6.85	6.64063	6.44531
6.86	7.42188	6.25
6.87	8.00781	6.25
6.88	8.78906	6.15234
6.89	8.20313	6.05469
6.9	7.42188	5.85938
6.91	6.83594	5.66406
6.92	6.05469	5.46875
6.93	5.46875	5.27344
6.94	5.56641	4.98047
6.95	5.66406	4.78516
6.96	5.85938	4.58984
6.97	5.85938	4.39453
6.98	5.85938	4.39453
6.99	5.85938	4.49219
7	5.85938	4.58984
7.01	5.85938	4.58984
7.02	5.85938	4.58984
7.03	5.85938	4.58984
7.04	5.85938	4.78516
7.05	5.85938	4.98047
7.06	5.85938	5.07813
7.07	5.85938	5.27344
7.08	5.85938	5.46875
7.09	5.85938	5.66406
7.1	5.85938	5.95703
7.11	5.85938	6.15234
7.12	5.85938	6.44531
7.13	5.85938	6.64063
7.14	5.85938	6.83594
7.15	5.85938	7.03125
7.16	5.85938	7.32422
7.17	5.85938	7.22656
7.18	5.85938	7.12891
7.19	5.85938	7.12891
7.2	5.85938	7.12891
7.21	5.85938	7.12891
7.22	5.85938	7.03125
7.23	5.95703	6.93359
7.24	6.05469	6.83594
7.25	6.15234	6.64063
7.26	6.15234	6.34766
7.27	6.25	6.25
7.28	6.34766	6.05469
7.29	6.44531	5.85938
7.3	6.54297	5.66406
7.31	6.54297	5.46875
7.32	6.64063	5.37109
7.33	6.64063	5.27344
7.34	6.73828	5.07813
7.35	6.73828	4.98047
7.36	6.73828	4.78516
7.37	6.73828	4.78516
7.38	6.83594	4.78516
7.39	6.83594	4.6875
7.4	6.83594	4.6875
7.41	6.73828	4.6875
7.42	6.73828	4.58984
