0	193.15
0.004	208.76
0.008	243.39
0.012	232.74
0.016	188.73
0.02	201.74
0.024	36.062
0.028	318.48
0.032	284.22
0.036	346.24
0.04	-63.375
0.044	107.63
0.048	40.899
0.052	-7.5362
0.056	208.24
0.06	97.347
0.064	-140.91
0.068	134.38
0.072	-44.471
0.076	212.08
0.08	-70.911
0.084	90.689
0.088	46.799
0.092	43.094
0.096	127.04
0.1	-25.762
0.104	76.139
0.108	251.68
0.112	74.561
0.116	-54.475
0.12	11.906
0.124	231.03
0.128	212.37
0.132	479.23
0.136	543.17
0.14	590.08
0.144	795.09
0.148	543.1
0.152	748.27
0.156	343.4
0.16	207.99
0.164	32.195
0.168	92.8
0.172	241.97
0.176	38.707
0.18	112.93
0.184	9.9809
0.188	61.929
0.192	94.523
0.196	82.902
0.2	195.91
0.204	197.39
0.208	161.87
0.212	62.121
0.216	51.567
0.22	208.29
0.224	-14.369
0.228	107.33
0.232	23.074
0.236	169.74
0.24	115.62
0.244	56.192
0.248	189.08
0.252	171.09
0.256	99.513
0.26	-140.9
0.264	-1.637
0.268	-43.288
0.272	68.447
0.276	1.6761
0.28	-171.55
0.284	31.879
0.288	-87.516
0.292	42.145
0.296	87.265
0.3	242.45
0.304	-51.2
0.308	67.331
0.312	228.93
0.316	77.929
0.32	239.21
0.324	102.14
0.328	11.335
0.332	52.836
0.336	223.39
0.34	77.576
0.344	278.24
0.348	80.225
0.352	115.71
0.356	176.55
0.36	256.34
0.364	295.49
0.368	143.92
0.372	343.24
0.376	163.48
0.38	336.47
0.384	179.3
0.388	214.78
0.392	18.234
0.396	260.49
0.4	211.19
0.404	308.41
0.408	374.61
0.412	278.62
0.416	202.64
0.42	378.95
0.424	53.786
0.428	148.64
0.432	304.52
0.436	104.88
0.44	245.46
0.444	62.975
0.448	118.62
0.452	63.362
0.456	44.458
0.46	65.375
0.464	176.96
0.468	-75.671
0.472	110.21
0.476	-54.919
0.48	52.46
0.484	63.991
0.488	184.88
0.492	-47.55
0.496	37.308
0.5	169.83
0.504	-61.046
0.508	-123.25
0.512	112.96
0.516	12.233
0.52	226.22
0.524	-43.698
0.528	56.836
0.532	90.499
0.536	53.451
0.54	37.853
0.544	-50.428
0.548	3.1546
0.552	128.66
0.556	163.23
0.56	68.289
0.564	90.07
0.568	109.45
0.572	255.04
0.576	-4.5091
0.58	44.891
0.584	-68.055
0.588	-37.175
0.592	67.614
0.596	102.42
0.6	108.19
0.604	98.116
0.608	-42.251
0.612	114.84
0.616	-0.61342
0.62	17.673
0.624	-179.41
0.628	-56.898
0.632	-140.98
0.636	8.7819
0.64	-49.378
0.644	-1.386
0.648	70.335
0.652	-99.976
0.656	113.6
0.66	130.77
0.664	21.277
0.668	14.425
0.672	17.014
0.676	94.25
0.68	42.74
0.684	-50.892
0.688	-60.156
0.692	-29.406
0.696	-40.443
0.7	-19.797
0.704	44.106
0.708	-31.513
0.712	110.43
0.716	-5.6187
0.72	62.253
0.724	-21.738
0.728	81.914
0.732	-113.55
0.736	-138.6
0.74	-58.862
0.744	234.23
0.748	177
