0.0000000000000000	1.854400000000000e+2
4.000000000000000e-3	1.805600000000000e+2
8.000000000000000e-3	1.659200000000000e+2
1.200000000000000e-2	1.512800000000000e+2
1.600000000000000e-2	1.464000000000000e+2
2.000000000000000e-2	1.268800000000000e+2
2.400000000000000e-2	1.122400000000000e+2
2.800000000000000e-2	1.122400000000000e+2
3.200000000000000e-2	1.122400000000000e+2
3.600000000000000e-2	9.760000000000000e+1
4.000000000000001e-2	9.760000000000000e+1
4.400000000000001e-2	8.296000000000000e+1
4.800000000000002e-2	7.320000000000000e+1
5.200000000000002e-2	6.831999999999999e+1
5.600000000000002e-2	6.344000000000000e+1
6.000000000000002e-2	6.344000000000000e+1
6.400000000000003e-2	6.344000000000000e+1
6.800000000000003e-2	6.344000000000000e+1
7.200000000000004e-2	5.856000000000000e+1
7.600000000000003e-2	5.856000000000000e+1
8.000000000000005e-2	5.856000000000000e+1
8.400000000000005e-2	5.856000000000000e+1
8.800000000000005e-2	5.856000000000000e+1
9.200000000000005e-2	6.344000000000000e+1
9.600000000000006e-2	6.831999999999999e+1
1.000000000000001e-1	6.831999999999999e+1
1.040000000000001e-1	6.831999999999999e+1
1.080000000000001e-1	5.368000000000000e+1
1.120000000000001e-1	4.880000000000000e+0
1.160000000000001e-1	0.0000000000000000
1.200000000000001e-1	4.880000000000000e+1
1.240000000000001e-1	1.317600000000000e+2
1.280000000000001e-1	2.293600000000000e+2
1.320000000000001e-1	3.269600000000000e+2
1.360000000000001e-1	4.684800000000000e+2
1.400000000000001e-1	6.197600000000000e+2
1.440000000000001e-1	6.978400000000000e+2
1.480000000000001e-1	6.929600000000000e+2
1.520000000000001e-1	6.100000000000000e+2
1.560000000000001e-1	3.757600000000000e+2
1.600000000000001e-1	1.708000000000000e+2
1.640000000000001e-1	8.784000000000000e+1
1.680000000000001e-1	6.344000000000000e+1
1.720000000000001e-1	6.344000000000000e+1
1.760000000000001e-1	8.296000000000000e+1
1.800000000000001e-1	8.784000000000000e+1
1.840000000000001e-1	8.784000000000000e+1
1.880000000000001e-1	7.808000000000000e+1
1.920000000000002e-1	7.320000000000000e+1
1.960000000000002e-1	7.320000000000000e+1
2.000000000000002e-1	7.320000000000000e+1
2.040000000000002e-1	6.831999999999999e+1
2.080000000000002e-1	6.831999999999999e+1
2.120000000000002e-1	6.831999999999999e+1
2.160000000000002e-1	6.831999999999999e+1
2.200000000000002e-1	6.344000000000000e+1
2.240000000000002e-1	6.344000000000000e+1
2.280000000000002e-1	6.831999999999999e+1
2.320000000000002e-1	6.831999999999999e+1
2.360000000000002e-1	6.831999999999999e+1
2.400000000000002e-1	6.831999999999999e+1
2.440000000000002e-1	6.831999999999999e+1
2.480000000000002e-1	7.320000000000000e+1
2.520000000000002e-1	7.320000000000000e+1
2.560000000000002e-1	7.320000000000000e+1
2.600000000000002e-1	7.320000000000000e+1
2.640000000000002e-1	7.320000000000000e+1
2.680000000000002e-1	7.320000000000000e+1
2.720000000000002e-1	7.320000000000000e+1
2.760000000000002e-1	7.320000000000000e+1
2.800000000000002e-1	6.831999999999999e+1
2.840000000000002e-1	6.831999999999999e+1
2.880000000000002e-1	6.831999999999999e+1
2.920000000000002e-1	7.320000000000000e+1
2.960000000000002e-1	7.320000000000000e+1
3.000000000000002e-1	7.320000000000000e+1
3.040000000000002e-1	8.296000000000000e+1
3.080000000000002e-1	8.296000000000000e+1
3.120000000000002e-1	9.272000000000000e+1
3.160000000000002e-1	9.760000000000000e+1
3.200000000000002e-1	9.760000000000000e+1
3.240000000000002e-1	1.024800000000000e+2
3.280000000000002e-1	1.122400000000000e+2
3.320000000000002e-1	1.073600000000000e+2
3.360000000000002e-1	1.122400000000000e+2
3.400000000000002e-1	1.220000000000000e+2
3.440000000000002e-1	1.317600000000000e+2
3.480000000000002e-1	1.415200000000000e+2
3.520000000000002e-1	1.512800000000000e+2
3.560000000000003e-1	1.610400000000000e+2
3.600000000000003e-1	1.708000000000000e+2
3.640000000000002e-1	1.805600000000000e+2
3.680000000000002e-1	1.903200000000000e+2
3.720000000000002e-1	2.000800000000000e+2
3.760000000000002e-1	2.147200000000000e+2
3.800000000000003e-1	2.244800000000000e+2
3.840000000000003e-1	2.293600000000000e+2
3.880000000000003e-1	2.293600000000000e+2
3.920000000000003e-1	2.391200000000000e+2
3.960000000000003e-1	2.440000000000000e+2
4.000000000000003e-1	2.440000000000000e+2
4.040000000000003e-1	2.488800000000000e+2
4.080000000000003e-1	2.488800000000000e+2
4.120000000000003e-1	2.488800000000000e+2
4.160000000000003e-1	2.440000000000000e+2
4.200000000000003e-1	2.293600000000000e+2
4.240000000000003e-1	2.147200000000000e+2
4.280000000000003e-1	2.049600000000000e+2
4.320000000000002e-1	1.903200000000000e+2
4.360000000000002e-1	1.805600000000000e+2
4.400000000000002e-1	1.610400000000000e+2
4.440000000000003e-1	1.512800000000000e+2
4.480000000000003e-1	1.415200000000000e+2
4.520000000000003e-1	1.268800000000000e+2
4.560000000000003e-1	1.171200000000000e+2
4.600000000000003e-1	1.122400000000000e+2
4.640000000000003e-1	1.024800000000000e+2
4.680000000000004e-1	9.760000000000000e+1
4.720000000000004e-1	8.784000000000000e+1
4.760000000000004e-1	8.784000000000000e+1
4.800000000000004e-1	8.296000000000000e+1
4.840000000000004e-1	7.320000000000000e+1
4.880000000000004e-1	6.344000000000000e+1
4.920000000000004e-1	6.344000000000000e+1
4.960000000000004e-1	6.344000000000000e+1
5.000000000000003e-1	5.856000000000000e+1
5.040000000000003e-1	5.856000000000000e+1
